"Story","Title","Result","Date","Stability","Duration (s)"
"El usuario desea realizar una compra de productos de flores y poder eliminar","Seleccionar dos prodcutos de la categoria amor para agregar al carro de compras","FAILURE","2023-10-05T16:20:16.39053-05:00[America/Bogota]","0.0","42.35"
